Title,Avg,Total,Total_males,Total_Females,All_below_18,All_18_29,All_30_44,All_over_45,Males_below_18,Males_18_29,Males_30_44,Males_over_45,Females_below_18,Females_18_29,Females_30_44,Females_over_45,Title_ID,All_rank_below_18,All_rank_18_29,All_rank_30_44,All_rank_over_45,Males_rank_below_18,Males_rank_18_29,Males_rank_30_44,Males_rank_over_45,Females_rank_below_18,Females_rank_18_29,Females_rank_30_44,Females_rank_over_45
White Fang,6.7,"20,707","13,341","3,511",2,"1,325","11,198","3,884",1,909,"8,788","3,148",1,398,"2,277",686,tt0103247,7.0,7.0,6.7,6.6,6.0,6.9,6.7,6.6,8.0,7.2,7.0,6.9
Sommore: Chandelier Status,6.6,95,57,20,0,8,33,34,0,4,29,23,0,4,4,10,tt3012832,-,6.2,6.9,6.3,-,3.7,6.7,6.1,-,4.2,8.2,6.9
Felipe Esparza: They're Not Going to Laugh at You,6.7,231,154,33,0,15,103,56,0,14,85,45,0,1,18,9,tt2153394,-,7.3,6.5,6.9,-,7.4,6.3,6.8,-,2.0,7.4,6.8
Joan Rivers: Don't Start with Me,6.6,406,242,88,0,45,170,109,0,31,124,82,0,13,44,26,tt2519318,-,6.7,6.4,6.7,-,7.2,6.5,6.7,-,5.5,6.1,6.6
Katt Williams: Kattpacalypse,5.5,632,407,116,0,58,330,103,0,48,266,67,0,10,64,34,tt2370686,-,5.5,5.4,5.4,-,5.7,5.3,5.0,-,4.3,5.5,6.5
King of Peking,6.4,363,248,37,0,35,150,81,0,27,128,75,0,7,20,4,tt6148782,-,6.5,6.4,6.4,-,6.4,6.4,6.3,-,6.9,6.3,8.0
Anthony Kaun Hai?,5.2,659,494,53,0,71,410,56,0,63,375,44,0,6,34,12,tt0800981,-,4.8,5.3,5.5,-,4.8,5.3,5.1,-,7.0,6.2,6.8
Bo Burnham: what.,8.3,"11,436","5,628","1,485",30,"3,205","2,994",377,22,"2,379","2,397",311,5,722,546,62,tt3210258,8.4,8.4,8.2,7.6,8.3,8.4,8.2,7.6,9.0,8.4,8.2,8.5
Chalte Chalte,5.8,70,49,7,0,3,30,23,0,2,27,19,0,0,3,4,tt0360463,-,3.5,6.0,6.3,-,6.0,6.0,6.9,-,-,7.0,5.0
Deewana Main Deewana,2.6,373,232,48,0,69,169,30,0,60,137,24,0,9,32,6,tt2361022,-,2.9,2.2,3.2,-,2.8,2.2,3.3,-,7.6,1.9,4.2
Duck Butter,5.3,"3,850","1,328","1,263",1,672,"1,336",466,0,223,642,366,1,415,648,89,tt6958014,5.0,5.5,5.3,5.1,-,5.3,5.2,5.0,5.0,5.6,5.4,5.6
I Am Kalam,8.0,"4,148","2,877",248,1,706,"2,084",200,1,643,"1,941",157,0,53,131,41,tt1805263,8.0,8.1,8.0,6.9,8.0,8.2,8.0,6.8,-,7.9,7.7,7.4
My Birthday Song,5.6,282,177,19,0,34,119,20,0,32,112,15,0,2,7,5,tt4335954,-,5.0,5.6,5.5,-,4.9,5.7,5.5,-,8.0,4.7,8.5
Namastey London,7.2,"21,622","12,848","1,555",5,"4,440","8,334",569,5,"3,991","7,437",428,0,418,853,134,tt0795434,5.9,7.3,7.0,6.1,5.9,7.4,7.0,6.0,-,6.8,6.6,6.2
NCIS,7.9,"138,400","58,436","38,988",29,"15,979","47,253","27,503",13,"8,635","28,291","16,294",9,"6,784","18,095","10,506",tt0364845,6.6,7.9,7.6,8.1,8.1,7.7,7.4,7.9,4.7,8.3,8.1,8.6
Soul Robbers,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt2077854,0,0,0,0,0,0,0,0,0,0,0,0
Tum Milo Toh Sahi,5.6,514,363,24,0,75,242,42,0,72,225,35,0,2,15,6,tt1442583,-,5.7,5.6,5.6,-,5.6,5.6,5.5,-,7.0,5.7,6.5
What We Started,7.1,"2,120","1,198",637,0,337,"1,118",331,0,120,859,167,0,214,248,159,tt6191876,-,7.2,7.0,7.0,-,7.0,7.0,6.7,-,8.2,7.3,8.5
Zoo,6.7,"24,281","11,468","5,499",14,"2,533","7,820","5,055",6,"1,636","5,208","3,377",7,823,"2,481","1,596",tt3250026,6.6,7.0,6.6,6.6,7.1,6.9,6.4,6.4,5.8,7.2,7.1,7.2
Bill Burr: You People Are All the Same,8.2,"7,287","5,086",409,2,"1,215","3,268",722,1,"1,121","3,002",633,0,75,224,77,tt2290153,7.5,8.3,8.2,7.9,7.0,8.3,8.2,7.9,-,7.9,8.1,7.8
Somewhere Between,6.2,"5,706","1,742","2,085",2,536,"1,673","1,277",0,167,731,648,1,334,891,595,tt6467294,8.5,7.0,6.1,5.9,-,6.4,5.8,5.6,8.0,7.3,6.5,6.3
The Maus,4.7,"6,316","3,421","1,245",0,456,"3,251",817,0,198,"2,514",569,0,242,718,235,tt5586362,-,4.4,4.8,4.6,-,4.4,4.7,4.6,-,4.3,5.2,5.1
Calibre,6.8,"27,479","16,940","2,869",2,"2,954","10,923","4,750",0,"2,326","9,279","4,000",2,524,"1,453",641,tt6218358,6.0,6.8,6.7,6.7,-,6.9,6.8,6.8,6.0,6.5,6.5,6.6
Churchill’s Secret Agents: The New Recruits,7.8,548,297,101,0,48,160,161,0,37,121,117,0,9,36,44,tt8268994,-,7.6,7.4,8.0,-,7.5,7.3,7.9,-,7.6,7.6,8.5
Jani Dueñas: Grandes fracasos de ayer y hoy,4.8,71,45,12,0,9,39,8,0,6,30,6,0,3,8,1,tt7607260,-,6.4,4.9,3.8,-,6.0,4.9,4.1,-,8.3,5.1,1.0
Kiss Me First,6.2,"3,868","1,816",867,3,512,"1,175",738,0,283,755,581,3,207,393,143,tt5730690,4.3,6.2,6.2,6.1,-,6.1,6.1,6.2,4.3,6.4,6.3,6.1
Penalty Kick,3.7,277,185,17,0,30,106,42,0,26,92,41,0,4,11,1,tt8007436,-,3.1,4.2,3.8,-,2.9,4.1,3.9,-,5.5,5.6,1.0
Recovery Boys,6.7,708,377,148,0,84,281,120,0,56,202,86,0,26,76,30,tt8167872,-,6.5,6.8,6.4,-,6.6,6.7,6.3,-,6.1,6.9,6.9
TAU,5.8,"30,508","18,174","4,059",7,"3,604","12,427","4,705",4,"2,465","10,130","4,034",3,986,"2,041",586,tt4357394,5.8,5.9,5.7,5.8,6.5,5.7,5.6,5.8,6.7,6.3,6.0,6.1
Hotel Transylvania,7.1,"246,669","127,612","53,342",283,"47,884","100,047","20,954",199,"30,040","71,287","16,122",62,"16,567","27,332","4,428",tt0837562,7.1,7.3,7.0,6.9,7.1,7.2,6.9,6.8,7.2,7.6,7.3,7.4
W. Kamau Bell: Private School Negro,6.4,763,446,158,0,86,338,148,0,59,250,108,0,25,82,39,tt8467788,-,6.5,6.4,6.6,-,6.5,6.2,6.3,-,6.3,7.0,7.5
Borges,6.2,168,107,7,0,30,62,16,0,28,54,14,0,0,4,2,tt7895652,-,6.1,6.3,3.9,-,5.9,6.5,4.1,-,-,6.0,1.0
Expelled from Paradise,7.1,198,89,3,1,38,45,5,0,32,42,5,0,3,0,0,tt14859070,6.0,7.1,7.1,5.5,-,7.0,7.0,5.5,-,9.0,-,-
"To Each, Her Own",5.4,"1,716",653,595,0,220,573,372,0,71,261,263,0,141,301,98,tt6290418,-,5.1,5.3,5.6,-,5.0,5.4,5.6,-,5.2,5.3,5.7
Life Sentence,6.6,"3,822",812,"1,706",5,787,"1,042",395,1,192,318,208,3,568,703,180,tt6088922,5.2,7.0,6.3,6.4,7.0,6.8,5.8,6.1,7.0,7.0,6.7,6.9
Brain on Fire,6.6,"20,903","8,390","5,849",14,"3,506","7,028","2,747",3,"1,514","4,211","1,944",8,"1,814","2,660",743,tt3704700,4.5,6.7,6.5,6.6,4.5,6.5,6.4,6.5,3.8,6.9,6.7,6.9
Derren Brown: Miracle,6.5,"1,018",639,146,0,169,419,147,0,130,344,114,0,37,67,29,tt8599562,-,6.6,6.4,6.6,-,6.4,6.5,6.6,-,7.0,6.4,7.0
Marvel's Luke Cage,7.3,"126,266","73,427","11,487",59,"19,925","42,576","13,819",47,"16,990","36,186","11,388",7,"2,361","5,620","2,163",tt3322314,6.7,7.4,7.3,7.3,7.2,7.4,7.2,7.3,4.7,7.5,7.4,7.7
Us and Them,7.4,"4,004","1,602",862,8,862,"1,134",304,4,461,763,233,3,352,331,65,tt8033592,8.1,7.6,7.2,7.0,8.7,7.5,7.2,7.0,6.7,7.8,7.5,7.3
Hannah Gadsby: Nanette,8.1,"11,997","5,213","3,316",4,"1,855","4,765","1,408",3,"1,000","2,900",898,1,789,"1,754",480,tt8465676,7.5,8.4,8.0,7.8,6.7,7.9,7.5,7.4,10.0,9.0,8.9,8.9
Club de Cuervos Presents: The Ballad of Hugo Sánchez,6.5,811,436,76,2,123,294,72,1,91,240,61,1,15,44,9,tt8498114,8.0,6.7,6.4,6.4,7.0,6.6,6.4,6.5,9.0,7.4,6.6,5.6
Lust Stories,6.4,"10,621","6,327",742,4,"2,522","3,283",301,3,"2,239","2,912",261,1,244,344,36,tt8439854,7.8,6.7,6.4,6.3,8.3,6.7,6.4,6.2,6.0,6.8,6.6,6.3
Maktub,7.4,"2,811","1,313",920,0,164,"1,465",510,0,109,822,291,0,49,636,218,tt7252000,-,7.5,7.2,7.4,-,7.4,7.2,7.2,-,7.8,7.6,7.8
Pacificum: Return to the Ocean,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Set It Up,6.5,"49,627","17,285","15,766",28,"10,220","16,924","3,594",13,"4,196","9,179","2,348",12,"5,561","7,403","1,173",tt5304992,6.7,6.7,6.4,6.2,6.7,6.6,6.3,6.2,6.3,6.8,6.5,6.5
Sunday's Illness,6.9,"3,466","1,742",850,7,322,"1,273",868,6,189,820,628,1,115,424,227,tt6053948,10.0,7.2,6.9,6.7,10.0,7.3,6.9,6.7,10.0,6.9,6.9,7.0
The last hour,7.6,"6,171","1,888",131,5,587,"1,032",87,4,524,935,73,1,37,63,11,tt9805612,9.0,7.5,7.0,6.7,8.5,7.4,6.9,6.5,9.0,7.9,7.4,7.5
True: Magical Friends,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt10092606,0,0,0,0,0,0,0,0,0,0,0,0
True: Wonderful Wishes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1697933,0,0,0,0,0,0,0,0,0,0,0,0
Alex Strangelove,6.3,"17,036","6,983","3,869",35,"3,871","4,706","1,422",14,"1,905","3,137","1,214",15,"1,764","1,458",176,tt5688996,5.6,6.4,6.2,6.4,5.8,6.3,6.2,6.4,5.4,6.4,6.3,6.7
Ali's Wedding,6.9,"4,919","2,462","1,104",2,716,"1,837",763,2,418,"1,271",546,0,272,532,208,tt2782692,4.5,7.1,6.9,6.8,4.5,7.0,6.9,6.7,-,7.1,6.9,7.1
Franco Escamilla: Por la anécdota,6.9,301,179,27,1,66,98,18,1,49,89,17,0,12,8,1,tt8467922,7.0,7.1,6.6,7.6,7.0,6.8,6.5,7.5,-,8.6,7.8,9.0
The Staircase,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt11324406,0,0,0,0,0,0,0,0,0,0,0,0
The Night Shift,7.5,"12,042","3,415","4,710",2,"1,455","3,540","2,374",0,530,"1,446","1,068",2,877,"2,025","1,250",tt2477230,7.0,8.0,7.2,7.3,-,7.6,6.9,6.9,7.0,8.2,7.6,7.9
Dinosaur King,5.7,701,269,64,3,164,105,26,2,126,87,16,0,29,17,10,tt1524993,6.7,6.0,4.2,3.8,5.0,6.0,4.1,4.1,-,5.8,5.0,3.4
B.A. Pass 2,2.2,470,246,28,1,83,147,9,1,73,131,9,0,8,15,0,tt8581230,4.0,2.2,2.2,2.7,4.0,2.1,2.2,2.7,-,3.3,2.7,-
Bad Genius,7.6,"20,224","10,964","2,683",33,"4,681","6,457","1,198",26,"3,414","5,314","1,033",5,"1,123","1,041",142,tt6788942,7.7,7.8,7.5,7.3,7.7,7.7,7.5,7.2,7.2,7.8,7.6,7.6
November 13: Attack on Paris,8.3,"3,037","1,660",514,0,492,"1,167",392,0,320,893,310,0,151,250,68,tt8194716,-,8.2,8.2,8.4,-,8.2,8.1,8.4,-,8.4,8.5,8.4
Outside In,6.7,"4,596","2,340",933,1,440,"1,609","1,058",1,296,"1,143",750,0,127,427,291,tt7260048,9.0,6.8,6.7,6.7,9.0,6.8,6.7,6.7,-,6.8,6.7,7.0
Pedal the World,5.0,"1,054",616,147,0,121,455,131,0,87,360,110,0,31,84,20,tt6020164,-,5.1,4.9,5.2,-,5.0,4.9,5.1,-,5.2,5.6,6.2
Unbreakable Kimmy Schmidt,7.6,"69,350","28,303","19,722",33,"10,941","26,803","6,932",21,"5,592","15,671","4,513",10,"4,968","10,555","2,265",tt3339966,7.4,7.7,7.6,7.5,8.2,7.7,7.6,7.4,5.8,7.8,7.7,7.6
Arrested Development,8.7,"295,032","176,467","46,194",96,"41,088","145,384","26,088",67,"31,661","114,542","20,020",25,"8,555","29,148","5,581",tt0367279,8.2,8.7,8.8,8.5,8.7,8.7,8.8,8.5,6.5,8.7,8.8,8.6
The Break with Michelle Wolf,5.1,"1,863",999,270,1,167,615,355,0,128,477,275,1,35,126,73,tt8010342,1.0,5.6,5.5,4.5,-,5.4,5.1,4.3,1.0,6.8,7.5,5.0
Sara's Notebook,5.9,"2,686","1,516",442,0,257,928,685,0,141,707,559,0,102,191,109,tt6599742,-,6.3,5.8,6.0,-,6.3,5.7,6.0,-,6.5,6.1,6.0
Something in the Rain,8.2,"5,579","1,110","1,846",4,798,"1,294",543,0,277,438,223,2,461,816,295,tt8078816,8.7,8.1,8.1,8.2,-,8.1,8.0,7.9,8.0,8.1,8.1,8.5
Fernando Sanjiao: Hombre,6.3,57,41,5,0,11,25,6,0,9,22,6,0,2,3,0,tt7607332,-,6.7,6.4,5.7,-,6.7,6.4,5.7,-,7.0,5.3,-
Ibiza,5.2,"17,151","6,145","5,889",6,"3,144","6,490","1,494",2,"1,197","3,399","1,005",3,"1,814","2,937",460,tt3685236,6.2,5.4,5.1,5.0,6.5,5.1,4.9,4.8,5.3,5.7,5.5,5.6
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.1,"2,548","1,655",316,2,243,995,636,2,193,839,519,0,48,138,108,tt8075256,8.0,7.0,7.1,7.1,8.0,7.0,7.0,7.1,-,7.0,7.3,7.1
Trollhunters,8.5,"16,264","7,692","2,454",35,"2,331","5,134","1,587",24,"1,707","3,881","1,177",8,538,"1,182",382,tt1734135,7.6,8.5,8.4,8.3,7.8,8.5,8.3,8.2,6.9,8.7,8.6,8.6
Mob Psycho 100,8.6,"25,542","9,631","1,090",81,"5,191","3,752",362,66,"4,402","3,301",309,10,533,358,39,tt5897304,8.6,8.6,8.3,7.7,8.7,8.6,8.3,7.7,8.0,8.8,8.4,7.5
Tig Notaro Happy To Be Here,6.6,"1,314",605,350,1,185,539,196,1,108,328,135,0,72,198,58,tt8342946,4.0,6.7,6.5,6.4,4.0,6.7,6.4,6.1,-,6.5,6.7,7.2
Catching Feelings,5.6,554,301,113,0,46,199,126,0,33,141,95,0,11,55,30,tt5827360,-,5.2,5.3,5.8,-,5.2,5.2,5.7,-,5.2,5.4,6.0
Dance & Sing with True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt9315892,0,0,0,0,0,0,0,0,0,0,0,0
Inspector Gadget,4.1,"47,735","31,207","6,064",17,"6,763","22,767","6,727",14,"5,351","18,956","5,691",3,"1,299","3,567",942,tt0141369,5.0,4.5,4.0,4.1,4.8,4.4,3.9,4.1,6.5,5.1,4.3,4.5
Katt Williams: American Hustle (The Movie),6.6,989,679,139,0,68,572,153,0,58,482,111,0,9,85,41,tt1135090,-,6.8,6.9,5.7,-,7.1,6.9,5.6,-,5.0,6.5,6.3
Food on the Go,6.3,210,129,28,0,31,94,28,0,20,77,27,0,7,17,1,tt7321504,-,5.8,6.5,6.5,-,5.9,6.5,6.5,-,5.4,6.3,7.0
Aiyaary,5.3,"4,636","2,643",241,1,833,"1,412",183,1,767,"1,305",157,0,55,102,26,tt6774212,6.0,5.3,5.1,5.6,6.0,5.3,5.1,5.5,-,5.7,5.3,6.4
Lupin the 3rd: The Castle of Cagliostro: Special Edition,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Saint Seiya: The Lost Canvas,8.2,"1,882","1,159",88,1,235,854,64,1,202,777,57,0,20,52,6,tt2152368,7.0,8.3,8.2,7.6,7.0,8.3,8.2,7.4,-,7.9,8.3,9.0
Ali Wong: Hard Knock Wife,7.3,"4,714","1,953","1,373",1,685,"1,911",509,0,307,"1,134",359,0,350,736,145,tt7410684,8.0,7.3,7.3,7.2,-,7.2,7.1,6.9,-,7.4,7.6,7.8
Spivak,5.6,732,413,151,2,95,246,197,0,54,177,155,2,40,64,37,tt6342110,10.0,6.2,5.6,5.7,-,6.1,5.7,5.8,10.0,7.1,5.1,5.3
Bill Nye Saves the World,3.6,"7,252","4,326",869,42,"1,156","2,556",688,28,922,"2,126",555,14,227,397,114,tt6021260,1.0,3.5,3.8,3.5,1.0,3.2,3.6,3.4,1.0,5.3,5.7,4.2
Carlos Ballarta: Furia Ñera,7.1,209,125,24,0,41,78,13,0,30,67,12,0,8,9,1,tt7607318,-,7.3,7.1,6.3,-,7.2,7.2,6.3,-,7.8,6.3,7.0
Evil Genius,7.5,"27,085","14,430","4,444",6,"3,887","11,003","2,726",2,"2,639","8,405","2,112",3,"1,069","2,373",556,tt8342862,6.7,7.6,7.5,7.5,9.5,7.6,7.5,7.5,6.0,7.5,7.4,7.5
The Kissing Booth,6.0,"80,364","17,515","26,373",203,"19,058","17,568","3,701",61,"6,285","7,090","1,934",98,"11,013","9,847","1,655",tt3799232,4.6,5.9,6.0,6.2,4.2,5.5,5.6,5.9,4.6,6.3,6.4,7.0
The Who Was? Show,6.8,601,180,190,1,36,166,103,0,17,76,57,1,17,88,44,tt7488702,8.0,5.9,6.7,7.0,-,5.4,6.0,6.8,8.0,6.4,8.3,7.4
Hari Kondabolu: Warn Your Relatives,6.5,832,484,167,1,119,362,132,0,82,273,94,1,34,81,37,tt8342748,1.0,6.6,6.5,6.6,-,6.5,6.2,6.6,1.0,6.7,7.4,7.0
My Fuhrer,5.5,"4,418","3,261",389,2,232,"2,322","1,034",2,183,"2,057",928,0,44,243,92,tt0780568,5.5,5.4,5.5,5.6,5.5,5.4,5.5,5.5,-,5.5,5.6,5.9
Family Blood,4.2,"2,888","1,427",642,2,295,"1,023",625,1,171,683,461,1,115,318,148,tt7895904,3.5,3.9,4.1,4.6,3.0,3.8,4.2,4.6,4.0,3.9,4.0,4.9
Pup Star: World Tour,4.0,205,128,31,2,22,69,51,0,15,55,44,2,7,14,7,tt7322864,4.0,5.0,4.0,3.6,-,4.8,4.2,3.5,4.0,5.4,3.2,4.4
A Little Help with Carol Burnett,6.4,232,77,83,1,21,63,60,1,8,29,31,0,13,33,28,tt7204366,10.0,5.9,6.4,6.5,10.0,4.8,5.7,6.2,-,6.4,7.4,6.9
Anon,6.1,"42,762","27,713","4,724",9,"3,651","18,113","8,678",5,"2,719","15,242","7,580",3,810,"2,543",917,tt5397194,6.3,6.1,6.0,6.1,5.8,6.1,6.1,6.2,7.7,6.0,5.8,5.9
Dany Boon: Des Hauts De France,6.1,87,51,13,1,9,29,22,1,5,26,16,0,3,3,6,tt8352124,8.0,6.9,6.1,5.6,8.0,7.0,6.0,5.1,-,6.0,6.7,7.1
End Game,6.2,744,399,46,3,80,257,85,3,62,231,75,0,13,21,7,tt11564214,6.0,5.9,6.3,5.8,6.0,5.8,6.3,5.7,-,7.2,6.5,6.9
Forgive Us Our Debts,6.2,"1,573",950,141,0,173,527,336,0,133,445,290,0,33,70,32,tt6679412,-,6.1,6.1,6.3,-,6.2,6.1,6.3,-,4.6,5.9,5.7
Kong: King of the Apes,5.9,325,182,38,0,40,105,51,0,34,85,46,0,6,20,5,tt5462936,-,6.1,5.7,5.5,-,6.0,5.6,5.4,-,6.9,6.4,7.0
Lo más sencillo es complicarlo todo,3.8,689,239,217,1,138,210,72,1,46,113,52,0,86,94,16,tt5507934,6.0,3.9,3.7,4.2,6.0,3.0,3.6,3.9,-,4.5,3.9,5.7
Manhunt,8.1,"56,713","31,072","7,982",12,"6,668","21,544","7,687",7,"5,020","16,844","5,924",5,"1,343","4,193","1,579",tt5618256,7.3,8.2,8.1,8.0,8.4,8.2,8.1,8.0,6.5,8.3,8.1,8.2
Thi Mai,6.0,"2,480","1,172",567,5,267,886,462,2,147,585,327,2,105,276,118,tt6126346,7.7,6.4,5.9,6.0,6.5,6.1,5.7,5.8,9.5,6.8,6.2,6.7
Si saben cómo me pongo ¿pá qué me invitan?,4.6,216,140,22,0,22,73,37,0,16,61,33,0,5,11,4,tt7940122,-,4.8,4.7,4.1,-,4.9,4.7,4.0,-,4.6,5.3,6.8
Jailbreak,5.4,"1,440","1,031",71,0,147,628,264,0,124,585,247,0,19,33,12,tt5741304,-,5.5,5.4,5.3,-,5.5,5.3,5.3,-,5.3,6.3,6.6
Ajji,7.1,"1,491",664,121,0,155,434,120,0,117,381,102,0,32,51,17,tt6471054,-,7.1,6.9,6.5,-,7.2,6.9,6.4,-,6.1,6.4,7.3
CIA: Comrade in America,6.6,"3,016","1,657",72,3,776,589,50,3,746,559,41,0,22,24,7,tt5925772,7.0,6.8,6.1,5.7,7.0,6.8,6.0,5.6,-,6.8,6.3,6.7
Coffee for All,5.6,383,175,99,0,49,143,68,0,23,93,50,0,25,48,14,tt6721132,-,4.8,5.7,5.8,-,5.1,5.6,6.0,-,4.5,5.8,5.7
Darc,5.8,"4,390","2,920",266,4,339,"1,449","1,104",2,291,"1,306",997,2,29,111,86,tt4594836,7.0,5.9,5.8,5.8,8.5,5.9,5.8,5.8,5.5,5.1,5.3,6.2
Despido Procedente,5.0,959,604,119,0,46,354,255,0,31,281,224,0,15,61,27,tt6580972,-,5.0,5.1,4.9,-,4.9,5.0,4.8,-,5.2,5.3,5.5
John Mulaney: Kid Gorgeous at Radio City,7.9,"7,661","3,417","1,468",17,"1,568","2,419",599,12,949,"1,769",442,4,557,602,147,tt8271714,9.3,8.0,7.8,7.7,9.3,7.9,7.7,7.6,8.5,8.2,8.0,7.8
My Perfect Romance,4.6,"3,001",654,"1,423",1,387,"1,057",475,0,81,273,238,0,294,767,226,tt7358936,1.0,4.5,4.4,4.8,-,4.5,4.2,4.8,-,4.5,4.6,4.8
Pocoyo & Cars,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt13561310,0,0,0,0,0,0,0,0,0,0,0,0
Pocoyo & The Space Circus,6.1,13,8,2,0,1,3,5,0,1,3,3,0,0,0,2,tt7908512,-,9.0,3.3,6.3,-,9.0,3.3,4.7,-,-,-,6.0
Pocoyo Carnival,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Pocoyo Halloween: Space Halloween,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt8447680,0,0,0,0,0,0,0,0,0,0,0,0
Pocoyo Halloween: Spooky Movies,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Pocoyo Special Sports,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Simon,5.2,"83,155","45,295","15,855",120,"18,273","32,470","7,899",91,"12,423","24,191","6,195",22,"5,359","7,997","1,615",tt0952640,5.4,5.1,5.3,5.3,5.4,4.9,5.2,5.2,5.3,5.7,5.8,6.0
Sometimes,7.2,"2,117","1,356",244,0,163,"1,053",328,0,129,907,262,0,32,141,61,tt0074730,-,7.2,7.1,6.9,-,7.3,7.1,6.8,-,6.3,7.0,7.0
Spiritual House,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt18101998,0,0,0,0,0,0,0,0,0,0,0,0
The Clapper,5.1,"7,390","4,294","1,209",5,785,"3,152","1,242",5,522,"2,443","1,015",0,243,651,202,tt5461956,6.3,5.2,5.1,5.3,6.3,5.2,5.1,5.3,-,5.1,4.9,5.4
Toc Toc,4.8,"91,452","55,969","10,978",35,"13,839","37,956","10,957",28,"11,050","31,378","9,120",5,"2,396","5,947","1,649",tt3605418,3.4,4.8,4.9,4.9,3.7,4.9,4.9,5.0,2.5,4.4,4.4,4.5
Black Crows,5.4,293,132,42,0,27,76,56,0,17,52,45,0,8,21,8,tt7356518,-,7.2,5.2,6.1,-,6.7,4.9,5.9,-,8.6,6.1,7.5
Running Shaadi,6.8,"2,709",957,187,0,270,715,73,0,244,574,60,0,19,139,13,tt6296236,-,6.2,6.1,5.5,-,6.1,6.1,5.3,-,6.6,7.2,6.4
The Price of Success,5.8,360,218,33,0,22,132,96,0,17,111,80,0,3,14,11,tt6194540,-,5.9,5.7,5.7,-,5.7,5.7,5.7,-,6.0,5.5,5.6
Bobby Kennedy for President,8.1,"1,751","1,034",238,0,214,662,313,0,173,541,234,0,32,111,69,tt8200004,-,8.1,8.0,8.3,-,8.1,8.0,8.3,-,7.9,8.3,8.5
Candy Jar,5.8,"4,939","1,702","1,613",6,"1,036","1,553",463,3,372,814,349,3,621,705,103,tt6744044,5.0,6.0,5.5,5.7,4.0,6.0,5.4,5.7,6.0,6.0,5.7,5.9
Goodnight DJ 1,5.8,"8,470","5,526","1,752",0,392,"4,866","1,948",0,213,"3,612","1,600",0,174,"1,218",322,tt0484111,-,5.9,5.8,5.6,-,6.1,5.9,5.6,-,5.6,5.6,5.5
Holy Goalie,5.3,"1,582",937,167,0,151,563,314,0,115,464,267,0,28,83,39,tt6197484,-,5.4,5.2,5.4,-,5.2,5.1,5.3,-,6.1,5.9,6.5
Moving On,7.5,418,157,160,0,21,107,180,0,12,42,95,0,9,61,80,tt1340758,-,6.9,7.5,7.5,-,6.8,7.6,7.3,-,6.9,7.3,7.8
The Rachel Divide,6.3,"2,395",957,813,1,277,995,407,1,123,555,229,0,139,427,168,tt8106570,5.0,6.2,6.3,6.4,5.0,6.1,6.1,6.3,-,6.3,6.5,6.8
The Week Of,5.2,"21,202","11,723","3,312",20,"2,909","8,462","2,474",14,"2,079","6,604","1,942",3,722,"1,715",483,tt6821012,5.4,5.4,5.1,5.0,5.0,5.3,5.1,5.0,7.3,5.5,5.1,5.1
Trio and a Bed,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
海的儿子,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Enissa Amani: Ehrenwort,5.5,192,114,22,0,17,78,21,0,9,65,20,0,7,11,1,tt8328418,-,6.7,5.3,6.4,-,6.9,5.2,6.4,-,6.4,5.5,6.0
Bill Nye: Science Guy,6.5,"1,198",758,126,0,125,420,238,0,103,360,200,0,22,53,32,tt4853154,-,6.5,6.9,5.9,-,6.5,6.8,5.7,-,6.7,7.8,7.3
Fishtronaut: The Movie,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Psychokinesis,5.9,"5,500","3,711",457,0,668,"2,345",919,0,546,"2,071",830,0,105,232,73,tt6890582,-,5.9,5.9,5.9,-,5.9,5.9,5.9,-,6.1,5.8,6.0
Kevin James: Never Don't Give Up,6.1,"1,445",957,165,1,165,660,222,1,142,565,185,0,19,91,36,tt8324578,8.0,6.2,6.1,6.2,8.0,6.2,6.1,6.1,-,6.4,6.2,6.5
